Recordnaam	Recordcode	Volgnummer	Naam gegevenselement	Type	Lengte	Patroon	Eindpositie	Verplichting	Sleutel	Code gegeven	Organisatiecode	Objectcode	Objectnaam	Beschrijving functie	Toelichting	Codering bovengeschikt	Naam codering bovengeschikt	Organisatienaam	Status	Beschrijving codering algemeen	Toelichting codering algemeen	Beschrijving codering berichtspecifiek	Naam codelijst	Code codelijst	Voorbeeld vulling	Constraints/condities
PRESTATIERECORD	04	0420	BEDRAG INHOUDING	N	8		154	C		BED138	VEKT	TARI	TARIEF	Bedrag dat wordt ingehouden in een declaratieberekening.		BED015	STANDAARDBEDRAG	VEKTIS BV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Inclusief eventuele BTW.				Als een inhouding van toepassing is dan het bedrag invullen.
PRESTATIERECORD	04	0421	BEREKEND BEDRAG (INCL. BTW)	N	8		162	C		BED153	VEKT	PRES	PRESTATIE	Het berekend bedrag is het bedrag dat de zorgverlener wil ontvangen, ongeacht wie het betaalt (verzekeraar, verzekerde, ...).		BED015	STANDAARDBEDRAG	VEKTIS BV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Het berekend bedrag is de uitkomst van verrekenpercentage/factor maal tarief maal aantal prestaties plus eventuele toeslagen.				"Conditie: verplicht vullen, veld kan nullen bevatten als resultante van ""tarief DBC/prestatie"" en ""bedrag inhouding"" nul is."
PRESTATIERECORD	04	0422	INDICATIE DEBET/CREDIT (01)	AN	1		163	M		COD668	VEKT	PRES	PRESTATIE	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.		COD043	D/C	VEKTIS BV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
PRESTATIERECORD	04	0423	BTW-PERCENTAGE DECLARATIEBEDRAG	N	4		167	C		NUM352	VEKT	PRES	PRESTATIE	BTW-percentage dat van toepassing is.	Het declaratiebedrag is het deel van het berekend bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.			VEKTIS BV	AANBEVELING VEKTIS		Relevante BTW-percentage in honderste procenten. Voorbeelden: '0600' = 6 % '1750' = 17,5 % '1900' = 19 %					Conditie: verplicht invullen als over de desbetreffende prestatie BTW geheven wordt.
PRESTATIERECORD	04	0424	DECLARATIEBEDRAG (INCL. BTW)	N	8		175	C		BED161	VEKT	PRES	PRESTATIE	Het bedrag dat gedeclareerd wordt.	Het declaratiebedrag is het deel van het berekende bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.	BED015	STANDAARDBEDRAG	VEKTIS BV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Het declaratiebedrag is het deel van het berekend bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.				"Conditie: verplicht vullen, veld kan nullen bevatten als resultante van ""tarief DBC/prestatie"" en ""bedrag inhouding"" nul is."
PRESTATIERECORD	04	0425	INDICATIE DEBET/CREDIT (02)	AN	1		176	M		COD665	VEKT	PRES	PRESTATIE	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.		COD043	D/C	VEKTIS BV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
PRESTATIERECORD	04	0426	REFERENTIENUMMER DIT PRESTATIERECORD	AN	20		196	M		NUM362	VEKT	PRES	PRESTATIE	Uniek referentienummer die de zorgverlener heeft toegekend aan deze declaratie voor (een deel van) de prestatie.	Een prestatie is bijvoorbeeld een behandeling of een geleverd (deel)product.			VEKTIS BV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.		Het referentienummer dient uniek te zijn voor iedere declaratie-eenheid. M.a.w: voor iedere aanwezige prestatie- of tariefrecord dient een uniek referentienummer toegekend te zijn.				Zie verder het invulinstructiedocument.
PRESTATIERECORD	04	0427	REFERENTIENUMMER VOORGAANDE GERELATEERDE PRESTATIERECORD	AN	20		216	C		NUM363	VEKT	PRES	PRESTATIE	Uniek referentienummer die de zorgverlener heeft toegekend aan een voorgaande prestatie, die gerelateerd is aan deze prestatie.	Een prestatie is bijvoorbeeld een behandeling of een geleverd (deel)product.			VEKTIS BV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Conditie: invullen verplicht als er sprake is van een creditpost. Hier wordt dan het nummer van de voorgaande debetpost ingevuld.
PRESTATIERECORD	04	0480	RESERVE	AN	94		310	S		TEC007	094	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
COMMENTAARRECORD	98	9801	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.					SITUATIE AFHANKELIJKE AANBEVELING			Commentaarrecord is recordtype 98.				Waarde '98' vullen.
COMMENTAARRECORD	98	9802	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS BV	AANBEVELING VEKTIS		Detailrecords in het 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Het commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord. Detailrecords in het retourbericht 'erven' het volgnr. in het heenbericht.					
COMMENTAARRECORD	98	9803	REGELNUMMER VRIJE TEKST	N	4		18	M	T	NUM109	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Uniek aanduiding van een regel vrije tekst.	Binnen elke reeks bij elkaar horende regels vrije tekst begint de nummering met '0001' en wordt voor volgende regels steeds met 1 verhoogd. Mogelijkheden tot maximaal '9999'.			VEKTIS BV	AANBEVELING VEKTIS	Met behulp van het regelnummer kunnen per detailrecord A of B meerdere commentaarregels (commentaarrecords) worden opgenomen.						
COMMENTAARRECORD	98	9804	VRIJE TEKST	AN	140		158	M		OMS016	140	PRES	PRESTATIE	Vrije tekst (bijvoorbeeld een toelichting) in een bericht.					SITUATIE AFHANKELIJKE AANBEVELING							
COMMENTAARRECORD	98	9880	RESERVE	AN	152		310	S		TEC007	152	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
SLUITRECORD	99	9901	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.					SITUATIE AFHANKELIJKE AANBEVELING			Sluitrecord is recordtype 99.				Waarde '99' vullen.
SLUITRECORD	99	9902	AANTAL VERZEKERDENRECORDS	N	6		8	M		ANT085	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande verzekerdenrecords.				VEKTIS BV	AANBEVELING VEKTIS			Het betreft het totaal aantal verzekerderecords in het bestand.				
SLUITRECORD	99	9903	AANTAL DEBITEURRECORDS	N	6		14	C		ANT086	VEK1	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande debiteurrecords.				VEKTIS BV	AANBEVELING VEKTIS			Het betreft het totaal aantal debiteurrecords in het bestand.				Indien het bericht naar de zorgverzekeraar gaat, bevat het bestand 0 debiteurrecords. In geval geen debiteurrecords aanwezig zijn, dan '000000' vullen.
SLUITRECORD	99	9904	AANTAL PRESTATIERECORDS	N	6		20	M		ANT087	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande prestatierecords.				VEKTIS BV	SITUATIE AFHANKELIJKE AANBEVELING			Het betreft het totaal aantal prestatierecords in het bestand.				
SLUITRECORD	99	9905	AANTAL COMMENTAARRECORDS	N	6		26	C		ANT089	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het totaal aantal voorafgaande commentaarrecords.				VEKTIS BV	AANBEVELING VEKTIS							In geval geen commentaarrecords aanwezig zijn, dan '000000' vullen.
SLUITRECORD	99	9906	TOTAAL AANTAL DETAILRECORDS	N	7		33	M		ANT265	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het totaal aantal voorafgaande detailrecords.				VEKTIS BV	AANBEVELING VEKTIS							
SLUITRECORD	99	9907	TOTAAL DECLARATIEBEDRAG	N	11		44	C		BED025	VEK1	BERI	BERICHTINFORMATIE ALGEMEEN	Som van de te declareren bedragen.				VEKTIS BV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 euro.						"Verplicht vullen; veld kan nullen bevatten als resultante van debet- en creditbedragen nul is."
SLUITRECORD	99	9908	INDICATIE DEBET/CREDIT	AN	1		45	M		COD043	VEKT	BERI	BERICHTINFORMATIE ALGEMEEN	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.				VEKTIS BV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
SLUITRECORD	99	9980	RESERVE	AN	265		310	S		TEC007	265	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
