Recordnaam	Recordcode	Volgnummer	Naam gegevenselement	Type	Lengte	Patroon	Eindpositie	Verplichting	Sleutel	Code gegeven	Organisatiecode	Objectcode	Objectnaam	Beschrijving functie	Toelichting	Codering bovengeschikt	Naam codering bovengeschikt	Organisatienaam	Status	Beschrijving codering algemeen	Toelichting codering algemeen	Beschrijving codering berichtspecifiek	Naam codelijst	Code codelijst	Voorbeeld vulling	Constraints/condities
TARIEFRECORD	06	0608	BEGINDATUM PRESTATIE	N	8	EEJJMMDD	59	M	L	DAT001	NEN	PRES	PRESTATIE	Datum waarop de prestatie feitelijk is of wordt uitgevoerd. Als de uitgevoerde prestatie betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in de Begindatum prestatie in het bovenliggende prestatierecord.
TARIEFRECORD	06	0609	PRESTATIEVOLGNUMMER ALGEMEEN	N	2		61	M	L	NUM395	VEK1	PRES	PRESTATIE	Nummer dat prestaties met gelijke identificatie uniek maakt per declaratiebestand.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING	Het nummer behoeft niet met '01' te beginnen en/of oplopend te zijn.						Waarde dient gelijk te zijn aan die in het Prestatievolgnummer in het bovenliggende prestatierecord.
TARIEFRECORD	06	0610	SOORT PRESTATIE/TARIEF	N	2		63	M	L	COD029	VEKT	TARI	TARIEF	Code die soort prestatie of soort tarief weergeeft.				VEKTIS CV	AANBEVELING VEKTIS				CODERING SOORT PRESTATIES/TARIEF	COD029-VEKT		"Voor DBC: 10 = DBC-behandeling, 11 = Verblijf, 12 = Verrichting.  Voor OVP: 02 = Kosten instelling; 04 = honorarium medisch specialist. Voor Basis: 14 = Basis GGZ, 15 = Transitie. Voor ZZP: 16 = ZZP Verblijf, 17 = ZZP Toeslag."
TARIEFRECORD	06	0611	AANDUIDING PRESTATIECODELIJST (02)	N	3		66	C		COD677	VEKT	TARI	TARIEF	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.		COD367	TOEGEPASTE PRESTATIECODELIJST	VEKTIS CV	AANBEVELING VEKTIS	Verzameling van verwijzingen naar prestatiecodelijsten. De meeste zijn raadpleegbaar of te downloaden via https://tog.vektis.nl.			TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		Conditie: Alleen invullen als de prestatiecodelijst van dit tariefrecord afwijkt van die in het prestatierecord.
TARIEFRECORD	06	0612	DECLARATIECODE DEELPRESTATIE	AN	6		72	M	L	COD334	VEKT	TARI	TARIEF	Code die de declaratie van een deelprestatie identificeert.		COD973	DECLARATIECODE AN 6	VEKTIS CV	AANBEVELING VEKTIS							Conditie: Bij DBC-Behandeling, ZZP Verblijf en toeslag, OVP, Basis GGZ en Transitie dezelfde waarde invullen als 0607 Declaratiecode. Bij Verblijf of Verrichting een andere waarde vullen als 0607 Declaratiecode.
TARIEFRECORD	06	0613	POORTSPECIALISME	N	4	NNNN	76	C		COD972	VEKT	TARI	TARIEF	Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).	Soort/beroepsgroep van de hoofdverantwoordelijke zorgverlener in een zorgtraject	COD016	CODERING ZORGVERLENERSSPECIFICATIE	VEKTIS CV	AANBEVELING VEKTIS	De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.	Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie https://agb.vektis.nl/.	De categorie waartoe de voor behandeling eerst verantwoordelijke zorgverlener behoort, naar soort/beroepsgroep.	CODERING ZORGVERLENERSSPECIFICATIE	COD016-VEKT		Conditie: verplicht vullen bij DBC-behandeling (altijd met code 0329).
TARIEFRECORD	06	0614	ZORGVERLENERSCODE BEHANDELAAR/UITVOERDER	N	8	NNNNNNNN	84	M		COD089	VEKT	ZOVL	ZORGVERLENER	De identificatiecode van de zorgverlener (natuurlijk persoon of instelling).		COD009	CODERING ZORGVERLENER	VEKTIS CV	AANBEVELING VEKTIS	De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.	Voor meer informatie zie https://agb.vektis.nl.	Zorgverlenercode van de eindverantwoordelijke voor de in rekening gebrachte integrale prestatie.				Bij instellingen: de zorgverlenercode instelling. Bij zelfstandig gevestigde zorgaanbieders: zorgverlenercode van een aan organisatie (incl. praktijk) verbonden zorgverlener. Deze code mag overeenkomen met één van de hoofdbehandelaren uit de prestatie.
TARIEFRECORD	06	0615	SPECIALISME BEHANDELAAR/UITVOERDER	N	4	NNNN	88	C		COD952	VEKT	PRES	PRESTATIE	Nadere verbijzondering van de zorgverlener per soort/beroepsgroep. Nadere identificatie van de categorie waartoe een behandelende of uitvoerende zorgverlener behoort.	Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).	COD016	CODERING ZORGVERLENERSSPECIFICATIE	VEKTIS CV	AANBEVELING VEKTIS	De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.	Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie https://agb.vektis.nl/.		CODERING ZORGVERLENERSSPECIFICATIE	COD016-VEKT		Conditie: verplicht vullen bij OVP Honorarium met code van uitvoerend specialisme.
TARIEFRECORD	06	0616	BEGINDATUM DEELPRESTATIE	N	8	EEJJMMDD	96	M	L	DAT298	NEN	TARI	TARIEF	Datum waarop de deelprestatie feitelijk is of wordt uitgevoerd. Als de uitgevoerde prestatie betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Conditie: bij DBC-behandeling, ZZP Verblijf en toeslag, OVP, Basis GGZ en Transitie gelijk aan Begindatum prestatie. Bij Verblijf gelijk aan de begindatum van de verblijfsoort in dit tariefrecord. Bij Verrichting gelijk aan de uitvoerdatum.
TARIEFRECORD	06	0617	EINDDATUM DEELPRESTATIE	N	8	EEJJMMDD	104	M		DAT299	NEN	TARI	TARIEF	Datum waarop de deelprestatie is beëindigd.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Conditie: bij DBC-behandeling, ZZP Verblijf en toeslag, OVP, Basis GGZ en Transitie gelijk aan Einddatum prestatie. Bij Verblijf gelijk aan de einddatum van de verblijfsoort in dit tariefrecord. Bij Verrichting gelijk aan Begindatum deelprestatie.
TARIEFRECORD	06	0618	AANTAL UITGEVOERDE PRESTATIES	N	4		108	M		ANT054	VEKT	TARI	TARIEF	Hoeveelheid verrichte prestaties in de prestatieperiode.				VEKTIS CV	AANBEVELING VEKTIS							Defaultwaarde voor DBC-behandeling, Basis GGZ en Transitie '0001'. Voor Verblijf, ZZP Verblijf en toeslag betreft het aantal aaneengesloten dagen voor de periode van dit tariefrecord.
TARIEFRECORD	06	0619	TARIEF PRESTATIE (INCL. BTW)	N	8		116	C		BED160	VEKT	TARI	TARIEF	Tarief van de individuele prestatie, ongeacht wie (kunnen meerdere partijen zijn) dit betaalt.		BED015	STANDAARDBEDRAG	VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Tarief behorend bij 'Soort prestatie/tarief' en 'Declaratiecode deelprestatie'.				Conditie: Indien bilateraal met de zorgverzekeraar een nulbedrag is afgesproken, dan bevatten de velden Tarief, Berekend bedrag en Declaratiebedrag alleen nullen. Voor meer informatie zie de invulinstructie.
TARIEFRECORD	06	0620	BEREKEND BEDRAG (INCL. BTW)	N	8		124	C		BED153	VEKT	TARI	TARIEF	Het berekend bedrag is het bedrag dat de zorgverlener wil ontvangen, ongeacht wie het betaalt (verzekeraar, verzekerde, ...).		BED015	STANDAARDBEDRAG	VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Het berekend bedrag is de uitkomst van de berekening uitgaande van tarief maal aantal uitgevoerde prestaties maal verrekenpercentage plus eventuele toeslagen.				Conditie: Indien bilateraal met de zorgverzekeraar een nulbedrag is afgesproken, dan bevatten de velden Tarief, Berekend bedrag en Declaratiebedrag alleen nullen. Voor meer informatie zie de invulinstructie.
TARIEFRECORD	06	0621	INDICATIE DEBET/CREDIT (01)	AN	1		125	M		COD668	VEKT	TARI	TARIEF	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.		COD043	D/C	VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (debet record). In het geval van een credit record 'C' invullen.
TARIEFRECORD	06	0622	BEDRAG ONTVANGEN EIGEN BIJDRAGE DEELPRESTATIE	N	8		133	C		BED194	VEKT	TARI	TARIEF	Het van verzekerde (te) ontvangen bedrag aan eigen bijdrage voor deze deelprestatie.		BED015	STANDAARDBEDRAG	VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Het betreft de eigen bijdrage die betrekking heeft op de deelprestatie in dit tariefrecord.				Conditie: invullen met nullen, gereserveerd voor toekomstig gebruik.
TARIEFRECORD	06	0623	INDICATIE DEBET/CREDIT (02)	AN	1		134	M		COD665	VEKT	TARI	TARIEF	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.		COD043	D/C	VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (debet record). In het geval van een credit record 'C' invullen.
TARIEFRECORD	06	0624	BTW-PERCENTAGE DECLARATIEBEDRAG	N	4		138	C		NUM352	VEKT	TARI	TARIEF	BTW-percentage dat van toepassing is.	Het declaratiebedrag is het deel van het berekend bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.			VEKTIS CV	AANBEVELING VEKTIS		Relevante BTW-percentage in honderdste procenten. Voorbeelden: '0600' = 6 % '1750' = 17,5 % '1900' = 19 % '2100' = 21 %					Conditie: verplicht invullen als over de desbetreffende prestatie BTW geheven wordt.
TARIEFRECORD	06	0625	DECLARATIEBEDRAG (INCL. BTW)	N	8		146	C		BED161	VEKT	TARI	TARIEF	Het bedrag dat gedeclareerd wordt.	Het declaratiebedrag is het deel van het berekende bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.	BED015	STANDAARDBEDRAG	VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Het declaratiebedrag is het deel van het berekend bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.				Conditie: Indien bilateraal met de zorgverzekeraar een nulbedrag is afgesproken, dan bevatten de velden Tarief, Berekend bedrag en Declaratiebedrag alleen nullen. Voor meer informatie zie de invulinstructie.
TARIEFRECORD	06	0626	INDICATIE DEBET/CREDIT (03)	AN	1		147	M		COD672	VEKT	TARI	TARIEF	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.		COD043	D/C	VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (debet record). In het geval van een credit record 'C' invullen.
TARIEFRECORD	06	0627	REFERENTIENUMMER DIT TARIEFRECORD	AN	20		167	M		NUM371	VEKT	TARI	TARIEF	Uniek referentienummer die de zorgverlener heeft toegekend aan deze declaratie voor (een deel van) de prestatie.				VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Zie voor gebruik verder het invulinstructiedocument.
TARIEFRECORD	06	0628	REFERENTIENUMMER VOORGAANDE GERELATEERDE TARIEFRECORD	AN	20		187	C		NUM372	VEKT	TARI	TARIEF	Uniek referentienummer die de zorgverlener heeft toegekend aan een voorgaand tariefrecord, dat gerelateerd is aan deze prestatie.				VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Conditie: invullen verplicht als er sprake is van een creditpost. Hier wordt dan het nummer van de voorgaande debetpost ingevuld.
TARIEFRECORD	06	0680	RESERVE	AN	123		310	S		TEC007	123	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
ZORGACTIVITEITRECORD	16	1601	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Zorgactiviteitrecord is recordtype 16.				Waarde '16' vullen.
ZORGACTIVITEITRECORD	16	1602	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS CV	AANBEVELING VEKTIS		Detailrecords in 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord (niet relevant Q'stnd). Detailrecords in retourbericht 'erven' volgnr. heenbericht.					
ZORGACTIVITEITRECORD	16	1603	BURGERSERVICENUMMER (BSN) VERZEKERDE	N	9		23	M	L	NUM313	GBA	VERZ	VERZEKERDE/PATIENT/CLIENT	Een door de overheid toegekend identificerend nummer in het kader van het vereenvoudigen van het contact tussen overheid en burgers en het verminderen van de administratieve lasten.	Voor meer informatie over het BSN kunt u terecht bij het Informatiepunt BSN in de zorg (www.infobsnzorg.nl).	NUM285	CODERING BURGERSERVICENUMMER	GEMEENTELIJKE BASIS ADMINISTRATIE	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Burgerservicenummer in het bovenliggende prestatierecord.
ZORGACTIVITEITRECORD	16	1604	UZOVI-NUMMER	N	4		27	M	L	COD061	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Identificatie van een (zorg)verzekeraar die betrokken is bij de uitvoering van de Basisverzekering en/of de Algemene Wet Bijzondere Ziektekosten.	"UZOVI = Unieke ZOrgVerzekeraars Identificatie. In het UZOVI-register worden de nummers beheerd; hierin is ook aangegeven welke nummers relevant zijn voor declaraties. Naam gegeven voorheen: ""Code zorgverzekeraar""."			VEKTIS CV	AANBEVELING VEKTIS		Raadpleeg voor meer informatie het UZOVI-register bij Vektis (https://uzovi.vektis.nl).	Sleutel (i.c.m. VERZEKERDENNUMMER).				Waarde dient gelijk te zijn aan die in het UZOVI-nummer in het bovenliggende prestatierecord.
ZORGACTIVITEITRECORD	16	1605	VERZEKERDENNUMMER (INSCHRIJVINGSNUMMER, RELATIENUMMER)	AN	15		42	C	L	NUM003	ZNET	VERZ	VERZEKERDE/PATIENT/CLIENT	Nummer waaronder een verzekerde bij de zorgverzekeraar is ingeschreven.	Identificatienummer per verzekerde (per verzekeraar toegekend). Dit nummer behoort uniek te zijn bij de zorgverzekeraar.			ZORGNET	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Verzekerdennummer in het bovenliggende prestatierecord.
ZORGACTIVITEITRECORD	16	1606	AANDUIDING PRESTATIECODELIJST	N	3		45	M	L	COD367	VEKT	PRES	PRESTATIE	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.				VEKTIS CV	AANBEVELING VEKTIS	Verzameling van verwijzingen naar prestatiecodelijsten. De meeste zijn raadpleegbaar of te downloaden via https://tog.vektis.nl.			TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		Waarde dient gelijk te zijn aan die in de Aanduiding prestatiecodelijst in het bovenliggende prestatierecord.
ZORGACTIVITEITRECORD	16	1607	PRESTATIECODE/DBC DECLARATIECODE	AN	6		51	M	L	COD695	VEK1	PRES	PRESTATIE	Code die de prestatie (zorg/product/middel) van een zorgverlener/instelling identificeert.	In een ander gegevenselement wordt aangegeven welke codelijst in dit gegevenselement toegepast wordt.			VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING							Waarde dient gelijk te zijn aan die in de Prestatiecode/DBC declaratiecode in het bovenliggende prestatierecord.
ZORGACTIVITEITRECORD	16	1608	BEGINDATUM PRESTATIE	N	8	EEJJMMDD	59	M	L	DAT001	NEN	PRES	PRESTATIE	Datum waarop de prestatie feitelijk is of wordt uitgevoerd. Als de uitgevoerde prestatie betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in de Begindatum prestatie in het bovenliggende prestatierecord.
ZORGACTIVITEITRECORD	16	1609	PRESTATIEVOLGNUMMER ALGEMEEN	N	2		61	M	L	NUM395	VEK1	PRES	PRESTATIE	Nummer dat prestaties met gelijke identificatie uniek maakt per declaratiebestand.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING	Het nummer behoeft niet met '01' te beginnen en/of oplopend te zijn.						Waarde dient gelijk te zijn aan die in het Prestatievolgnummer in het bovenliggende prestatierecord.
ZORGACTIVITEITRECORD	16	1610	ACTIVITEITCODE	AN	20		81	M	L	COD876	DBCO	ZACT	ZORGACTIVITEIT	Activiteit wordt uitgevoerd in het kader van de zorg voor de patënt.				DBC-ONDERHOUD	AANBEVELING VEKTIS				ACTIVITEITCODE DBC ONDERHOUD	COD876-DBCO		Conditie: activiteit valt onder de hoofdcategorie Dagbesteding.
ZORGACTIVITEITRECORD	16	1611	BEGINDATUM ZORGACTIVITEIT	N	8	EEJJMMDD	89	M	L	DAT315	NEN	ZACT	ZORGACTIVITEIT	Datum waarop de zorgactiviteit feitelijk is of wordt uitgevoerd. Als de zorgactiviteit betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Waarde is groter of gelijk aan 'Begindatum prestatie'.
ZORGACTIVITEITRECORD	16	1612	EINDDATUM ZORGACTIVITEIT	N	8	EEJJMMDD	97	M		DAT316	NEN	ZACT	ZORGACTIVITEIT	Datum waarop de zorgactiviteit is beëindigd, als de zorgactiviteit betrekking heeft op meerdere dagen.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Waarde kan gelijk zijn aan 'Begindatum activiteit' en is kleiner dan of gelijk aan 'Einddatum prestatie'.
ZORGACTIVITEITRECORD	16	1613	TIJDSEENHEID ZORGACTIVITEIT	N	2		99	M		COD875	VEKT	TIJD	TIJDSBESTEDING	De tijdsduur waarin de behandeling/activiteit wordt uitgedrukt.		COD218	TIJDSEENHEID BEHANDELING	VEKTIS CV	AANBEVELING VEKTIS				TIJDSEENHEID BEHANDELING	COD218-VEKT		04 (= uur) vullen.
ZORGACTIVITEITRECORD	16	1614	AANTAL TIJDSEENHEDEN ZORGACTIVITEIT	N	6		105	M		ANT304	VEKT	TIJD	TIJDSBESTEDING	Feitelijk bestede tijd uitgedrukt in het aantal tijdseenheden.				VEKTIS CV	AANBEVELING VEKTIS							
ZORGACTIVITEITRECORD	16	1615	ZORGVERLENERSCODE BEHANDELAAR/UITVOERDER	N	8	NNNNNNNN	113	C		COD089	VEKT	ZACT	ZORGACTIVITEIT	De identificatiecode van de zorgverlener (natuurlijk persoon of instelling).		COD009	CODERING ZORGVERLENER	VEKTIS CV	AANBEVELING VEKTIS	De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.	Voor meer informatie zie https://agb.vektis.nl.					Conditie: niet vullen, gereserveerd voor toekomstig gebruik.
ZORGACTIVITEITRECORD	16	1616	SPECIALISME BEHANDELAAR/UITVOERDER	N	4	NNNN	117	C		COD952	VEKT	PRES	PRESTATIE	Nadere verbijzondering van de zorgverlener per soort/beroepsgroep. Nadere identificatie van de categorie waartoe een behandelende of uitvoerende zorgverlener behoort.	Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).	COD016	CODERING ZORGVERLENERSSPECIFICATIE	VEKTIS CV	AANBEVELING VEKTIS	De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.	Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie https://agb.vektis.nl/.		CODERING ZORGVERLENERSSPECIFICATIE	COD016-VEKT		Conditie: vullen met '0000', gereserveerd voor toekomstig gebruik.
ZORGACTIVITEITRECORD	16	1617	AFWIJKENDE INSTELLINGSCODE/PRAKTIJKCODE	N	8	NNNNNNNN	125	C	L	COD882	VEKT	ZACT	ZORGACTIVITEIT	De code van de instelling of praktijk waar de zorgactiviteit is uitgevoerd, afwijkend van de declarerende instelling.		COD009	CODERING ZORGVERLENER	VEKTIS CV	AANBEVELING VEKTIS	De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.	Voor meer informatie zie https://agb.vektis.nl.					Indien de zorgactiviteit in een andere instelling/praktijk dan de declarerende instelling/praktijk is uitgevoerd en de AGB-code is beschikbaar vullen. In andere gevallen niet vullen.
ZORGACTIVITEITRECORD	16	1618	INDICATIE DEBET/CREDIT	AN	1		126	M		COD043	VEKT	ZACT	ZORGACTIVITEIT	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.				VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).			D/C	COD043-VEKT		De defaultwaarde is 'D' (debet record). In het geval van een credit record 'C' invullen.
ZORGACTIVITEITRECORD	16	1619	REFERENTIENUMMER DIT ZORGACTIVITEITRECORD	AN	20		146	M		NUM415	VEKT	ZACT	ZORGACTIVITEIT	Uniek referentienummer die de zorgverlener heeft toegekend aan dit zorgactiviteitrecord.				VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Zie invulinstructie.
ZORGACTIVITEITRECORD	16	1620	REFERENTIENUMMER VOORGAANDE GERELATEERDE ZORGACTIVITEITRECORD	AN	20		166	C		NUM416	VEKT	ZACT	ZORGACTIVITEIT	Uniek referentienummer die de zorgverlener heeft toegekend aan een voorgaand zorgactiviteitrecord.				VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Conditie: Vullen als er sprake is van een creditpost. Hier wordt dan het nummer van de voorgaande debetpost ingevuld.
ZORGACTIVITEITRECORD	16	1680	RESERVE	AN	144		310	S		TEC007	144	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
TIJDSBESTEDINGRECORD	17	1701	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Tijdsbestedingrecord is recordtype 17.				Waarde '17' vullen.
TIJDSBESTEDINGRECORD	17	1702	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS CV	AANBEVELING VEKTIS		Detailrecords in 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord (niet relevant Q'stnd). Detailrecords in retourbericht 'erven' volgnr. heenbericht.					
TIJDSBESTEDINGRECORD	17	1703	BURGERSERVICENUMMER (BSN) VERZEKERDE	N	9		23	M	L	NUM313	GBA	VERZ	VERZEKERDE/PATIENT/CLIENT	Een door de overheid toegekend identificerend nummer in het kader van het vereenvoudigen van het contact tussen overheid en burgers en het verminderen van de administratieve lasten.	Voor meer informatie over het BSN kunt u terecht bij het Informatiepunt BSN in de zorg (www.infobsnzorg.nl).	NUM285	CODERING BURGERSERVICENUMMER	GEMEENTELIJKE BASIS ADMINISTRATIE	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Burgerservicenummer in het bovenliggende prestatierecord.
TIJDSBESTEDINGRECORD	17	1704	UZOVI-NUMMER	N	4		27	M	L	COD061	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Identificatie van een (zorg)verzekeraar die betrokken is bij de uitvoering van de Basisverzekering en/of de Algemene Wet Bijzondere Ziektekosten.	"UZOVI = Unieke ZOrgVerzekeraars Identificatie. In het UZOVI-register worden de nummers beheerd; hierin is ook aangegeven welke nummers relevant zijn voor declaraties. Naam gegeven voorheen: ""Code zorgverzekeraar""."			VEKTIS CV	AANBEVELING VEKTIS		Raadpleeg voor meer informatie het UZOVI-register bij Vektis (https://uzovi.vektis.nl).	Sleutel (i.c.m. VERZEKERDENNUMMER).				Waarde dient gelijk te zijn aan die in het UZOVI-nummer in het bovenliggende prestatierecord.
TIJDSBESTEDINGRECORD	17	1705	VERZEKERDENNUMMER (INSCHRIJVINGSNUMMER, RELATIENUMMER)	AN	15		42	C	L	NUM003	ZNET	VERZ	VERZEKERDE/PATIENT/CLIENT	Nummer waaronder een verzekerde bij de zorgverzekeraar is ingeschreven.	Identificatienummer per verzekerde (per verzekeraar toegekend). Dit nummer behoort uniek te zijn bij de zorgverzekeraar.			ZORGNET	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Verzekerdennummer in het bovenliggende prestatierecord.
