Recordnaam	Recordcode	Volgnummer	Naam gegevenselement	Type	Lengte	Patroon	Eindpositie	Verplichting	Sleutel	Code gegeven	Organisatiecode	Objectcode	Objectnaam	Beschrijving functie	Toelichting	Codering bovengeschikt	Naam codering bovengeschikt	Organisatienaam	Status	Beschrijving codering algemeen	Toelichting codering algemeen	Beschrijving codering berichtspecifiek	Naam codelijst	Code codelijst	Voorbeeld vulling	Constraints/condities
TARIEFRECORD	06	0629	INDICATIE DEBET/CREDIT (03)	AN	1		164	M		COD672	VEKT	TARI	TARIEF	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.		COD043	D/C	VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
TARIEFRECORD	06	0630	REFERENTIENUMMER DIT TARIEFRECORD	AN	20		184	M		NUM371	VEKT	TARI	TARIEF	Uniek referentienummer die de zorgverlener heeft toegekend aan deze declaratie voor (een deel van) de prestatie.				VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Zie verder het invulinstructiedocument.
TARIEFRECORD	06	0631	REFERENTIENUMMER VOORGAANDE GERELATEERDE TARIEFRECORD	AN	20		204	C		NUM372	VEKT	TARI	TARIEF	Uniek referentienummer die de zorgverlener heeft toegekend aan een voorgaand tariefrecord, dat gerelateerd is aan deze prestatie.				VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Conditie: invullen verplicht als er sprake is van een creditpost. Hier wordt dan het nummer van de voorgaande debetpost ingevuld.
TARIEFRECORD	06	0680	RESERVE	AN	106		310	S		TEC007	106	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
COMMENTAARRECORD	98	9801	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Commentaarrecord is recordtype 98.				Waarde '98' vullen.
COMMENTAARRECORD	98	9802	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS CV	AANBEVELING VEKTIS		Detailrecords in het 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Het commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord. Detailrecords in het retourbericht 'erven' het volgnr. in het heenbericht.					
COMMENTAARRECORD	98	9803	REGELNUMMER VRIJE TEKST	N	4		18	M	T	NUM109	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Uniek aanduiding van een regel vrije tekst.	Binnen elke reeks bij elkaar horende regels vrije tekst begint de nummering met '0001' en wordt voor volgende regels steeds met 1 verhoogd. Mogelijkheden tot maximaal '9999'.			VEKTIS CV	AANBEVELING VEKTIS	Met behulp van het regelnummer kunnen per detailrecord A of B meerdere commentaarregels (commentaarrecords) worden opgenomen.						
COMMENTAARRECORD	98	9804	VRIJE TEKST	AN	140		158	M		OMS016	140	PRES	PRESTATIE	Vrije tekst (bijvoorbeeld een toelichting) in een bericht.					SITUATIE AFHANKELIJKE AANBEVELING							
COMMENTAARRECORD	98	9880	RESERVE	AN	152		310	S		TEC007	152	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
SLUITRECORD	99	9901	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Sluitrecord is recordtype 99.				Waarde '99' vullen.
SLUITRECORD	99	9902	AANTAL VERZEKERDENRECORDS	N	6		8	M		ANT085	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande verzekerdenrecords.				VEKTIS CV	AANBEVELING VEKTIS			Het betreft het totaal aantal verzekerderecords in het bestand.				
SLUITRECORD	99	9903	AANTAL DEBITEURRECORDS	N	6		14	C		ANT086	VEK1	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande debiteurrecords.				VEKTIS CV	AANBEVELING VEKTIS			Het betreft het totaal aantal debiteurrecords in het bestand.				Indien het bericht naar de zorgverzekeraar gaat, bevat het bestand 0 debiteurrecords. In geval geen debiteurrecords aanwezig zijn, dan '000000' vullen.
SLUITRECORD	99	9904	AANTAL PRESTATIERECORDS	N	6		20	M		ANT087	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande prestatierecords.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Het betreft het totaal aantal prestatierecords in het bestand.				
SLUITRECORD	99	9905	AANTAL TARIEFRECORDS	N	6		26	M		ANT002	VEK1	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal tariefrecords behorend bij het betreffende factuurnummer.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Het betreft het totaal aantal prestatierecords in het bestand.				
SLUITRECORD	99	9906	AANTAL COMMENTAARRECORDS	N	6		32	C		ANT089	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het totaal aantal voorafgaande commentaarrecords.				VEKTIS CV	AANBEVELING VEKTIS							In geval geen commentaarrecords aanwezig zijn, dan '000000' vullen.
SLUITRECORD	99	9907	TOTAAL AANTAL DETAILRECORDS	N	7		39	M		ANT265	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het totaal aantal voorafgaande detailrecords.				VEKTIS CV	AANBEVELING VEKTIS							
SLUITRECORD	99	9908	TOTAAL DECLARATIEBEDRAG	N	11		50	C		BED025	VEK1	BERI	BERICHTINFORMATIE ALGEMEEN	Som van de te declareren bedragen.				VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 euro.						"Verplicht vullen; veld kan nullen bevatten als resultante van debet- en creditbedragen nul is."
SLUITRECORD	99	9909	INDICATIE DEBET/CREDIT	AN	1		51	M		COD043	VEKT	BERI	BERICHTINFORMATIE ALGEMEEN	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.				VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
SLUITRECORD	99	9980	RESERVE	AN	259		310	S		TEC007	259	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
